content_hash,file_path,file_type,file_size,modified_ts,indexed_at,last_error
cba8bcf9c259dd09505313b091b1c70d2ab3ee2de3f75726524519a3915ca2ea,Z:\ScanOriginal\pdfICoD Payment and Processing_ UPS - Canada.pdf,pdf,492056,1706492310,2026-07-26 19:12:00,
2b7585bf01e65bb9e6c8a25bdfd73c442e5dc185ef6c0e7413096e00b761dc5a,Z:\ScanOriginal\pdfIvan Yang tax year  2021 RBC DIRECT INVESTING INC._RBC PLACEMENTS EN DIRECT INC._ORIGINAL_T5_1.pdf,pdf,1288019,1706492328,2026-07-26 19:12:00,
5cb9000e90c465a2eb02fb53968159613a34e6c50328bcc0f06ac3e86453828a,Z:\ScanOriginal\pdfIvan Yang Tax year 2021 taxInformationSlips.pdf,pdf,318352,1706492339,2026-07-26 19:12:00,
fec03de153123f2eb88b970c909fab01141c3e35c2b869c37e6d097543ec01f3,Z:\ScanOriginal\pdfLI- HUI LING (1).pdf,pdf,538217,1706492347,2026-07-26 19:12:00,
f993163120fc5b1d76d89cf74418eab02d0a89cdc3a74c72b08627ace8e6c4f7,Z:\ScanOriginal\pdfLI- HUI LING (2).pdf,pdf,541476,1706492356,2026-07-26 19:12:00,
c25f766c376014da415bbbcd140a12b0f5e52824a108700ea2647448ae85211b,Z:\ScanOriginal\pdfLI- HUI LING.pdf,pdf,526145,1706492364,2026-07-26 19:12:00,
94753b6d7f0d43bfde5a301c6498e6f987c5b06e7af4506ab420675bb233861e,Z:\ScanOriginal\pdflinux-commands-handbook.pdf,pdf,19272401,1706492460,2026-07-26 19:12:00,
011c1dbe341ce7306e81d9d042fe24524bead9ff88f99e1bd9c3384ace177751,"Z:\ScanOriginal\pdfLI-V910,345-7 Jan 2024 Xiaoning Statement.pdf",pdf,622886,1706492469,2026-07-26 19:12:00,
64461cd557110236ca0f0ae78b77403c8025f942fc18677be54e53ed5daef5b0,Z:\ScanOriginal\pdfmemberStatementDetails 2021yr.pdf,pdf,1584640,1706492481,2026-07-26 19:12:00,
b75d3aa000fd764bbd2f7e18ed9f0eddd850fd61cf91edb4b99f4cde2331780a,Z:\ScanOriginal\pdfmemberStatementDetails.pdf,pdf,815178,1706492489,2026-07-26 19:12:01,
07391a3a9d45dabd4c53cc586c87a7fd95febd499cc4545d063de96ac4222e88,Z:\ScanOriginal\pdfMia Liuyi Yang Equitable Contract.pdf,pdf,2296807,1706492586,2026-07-26 19:12:01,
68bf2550d8ad1b1472dbb364e40e23151b8662b6bf7a985915b66c89a0560591,Z:\ScanOriginal\pdfnew contract with Raise July 11th 2022 signed.pdf,pdf,884356,1706492602,2026-07-26 19:12:01,
6bbc3b391a93337af4be0c810f8a26444c91e5c220ea17f320438e36a8162cce,Z:\ScanOriginal\pdfNotice_of_assessment_2019_06_17_09_17_03_034978.pdf,pdf,114418,1706492611,2026-07-26 19:12:01,
7be88492da4fde4c2f049a1297e4ef00837e0c4b7db38ff63450cb0c7f9b463a,Z:\ScanOriginal\pdfNotice_of_assessment_2019_06_17_09_17_03_044188.pdf,pdf,108338,1706492616,2026-07-26 19:12:01,
a0599849347612740dba0404ef4fbccd2db11084ca8aad424a8b941fb7b9c733,Z:\ScanOriginal\pdfNotice_of_assessment_2021_03_15_15_48_04_200898.pdf,pdf,130480,1706492621,2026-07-26 19:12:01,
d2af5ae62aa6ecd51090e817b83c90334d1de24359c1ffd14b8f8df2fee0b72f,Z:\ScanOriginal\pdfNotice_of_assessment_2022_03_21_10_47_11_655456.pdf,pdf,142109,1706492627,2026-07-26 19:12:01,
f5fa686ddbf000188b4facc2908456bb58415e3a0535418497c2868675b95dbb,Z:\ScanOriginal\pdfNotice_of_assessment_2022_06_27_06_05_53_373337.pdf,pdf,127973,1706492632,2026-07-26 19:12:01,
60296556c24803d59be0314bf89d5c9dc725094dbd6965a06f9312ad9d3e8129,Z:\ScanOriginal\pdfNotice_of_assessment_2022_06_27_06_06_17_315079.pdf,pdf,111945,1706492636,2026-07-26 19:12:01,
f026a761db3f445101c54aee2037332e8389488d15f7ff83862c72e9fcd2c93f,Z:\ScanOriginal\pdfPersonal Info Form NEW Xiaoning Yang.pdf,pdf,183518,1706492644,2026-07-26 19:12:01,
8310fd286eef5eb9de2d6e150ec9bcc4309f9f4f796dcb9729497125172f39cc,Z:\ScanOriginal\pdfPersonal trading form NEW Xiaoning Yang.pdf,pdf,147333,1706492655,2026-07-26 19:12:01,
bcaca3e384d1073cae2c10733359a10dc113a7c3f3f06413a3493454c5077a94,Z:\ScanOriginal\pdfPrevention.pdf,pdf,94802,1706492660,2026-07-26 19:12:01,
ac34beb2aebdf39791a1e2bb95e1b7d6f53b94cd5f77fdca03309a3ea1e4f350,Z:\ScanOriginal\pdfUNSIGEND HABITATIONAL APPLICATION.pdf,pdf,3414185,1706492674,2026-07-26 19:12:01,
55ccf5e1ed3ed3b1560269cdb1df449a95c31f46784f4ba42658cda6be78a4bb,Z:\ScanOriginal\pdfUNSIGNED AUTOMOBILE APP.pdf,pdf,1772853,1706492685,2026-07-26 19:12:01,
90b46be7e3e92b64363410bfb8f44997e1928868c5fb6cd2789294db7f027308,Z:\ScanOriginal\pdfXiaoning Yang Equitable Contract.pdf,pdf,2450082,1706492790,2026-07-26 19:12:01,
cda38554ae1d1a3b4fac4cf3bf7475b250ec9d14a511f8297133e9001377aacb,Z:\ScanOriginal\pdfXiaoning Yang T4 Statement for 2021.pdf,pdf,289602,1706492799,2026-07-26 19:12:01,
8adb2dc9073a525316d0ddac28bc507940aaca58d0223282c03c3a1fcc363c42,Z:\ScanOriginal\pdfXiaoning_Yang_T1_2021.pdf,pdf,6775631,1706492833,2026-07-26 19:12:01,
87a2e5413fe5f8bd883d895680b49c374236284aa17c00b34d5c133be14bc78f,Z:\ScanOriginal\pdfXiaoning_Yang_T1_2022.pdf,pdf,9012236,1706492879,2026-07-26 19:12:01,
2ee495c57d287af39abd8f1979b2b2c850c9a52984bd0a6a23aa847b2948d001,Z:\ScanOriginal\pdfYang Chen Tax year 2020Notice_of_assessment_2021_03_15_15_48_04_194524.pdf,pdf,136449,1706492885,2026-07-26 19:12:01,
754f7c2078d161e5ae38e616284606c39b4b74ae50596642a9579480fb835647,Z:\ScanOriginal\pdfYang Chen Tax year 2021 CCB_notice_2021_06_30_00_00_12_849297.pdf,pdf,129269,1706492891,2026-07-26 19:12:01,
6720c8c82bf1fd244609656a22a5c12b9e2d82c070abaaa1b6112ef4a4b9011b,Z:\ScanOriginal\pdfYang Chen Tax year 2021 taxInformationSlips (1).pdf,pdf,243282,1706492896,2026-07-26 19:12:01,
0eccf0ca193de3cd54f2fa8cd321a5cef5187d516455e0e2db3d331a15466420,Z:\ScanOriginal\pdfYANG- GUO RUI (1).pdf,pdf,547139,1706492905,2026-07-26 19:12:01,
948f310e82705986022f1eb5c27ef7f31f0aa11d5d15567edea51dfe66be4ea3,Z:\ScanOriginal\pdfYANG- GUO RUI (2).pdf,pdf,540836,1706492913,2026-07-26 19:12:01,
66a2ba01a48921fa0008d791c3429b48992ecc403307432177a66f7b972ae144,Z:\ScanOriginal\pdfYANG- GUO RUI.pdf,pdf,524950,1706492921,2026-07-26 19:12:01,
fd861f5c1cb6efafaae3350dab529e04f2b61d0f9c827a4d3908fa9bdeea3f7a,Z:\ScanOriginal\pdfYANG- MIA LIUYI (1).pdf,pdf,520330,1706492929,2026-07-26 19:12:01,
39a2cca3b56f60194788c55e00b99a3040ac1a07e4a8e5f9530317de1ed77fae,Z:\ScanOriginal\pdfYANG- XIAONING.pdf,pdf,536697,1706492937,2026-07-26 19:12:01,
1acfcc1da5ef1bc68ab3d986c57c4d7d3eeadd101aa324c7a0218c335841906f,Z:\ScanOriginal\pdfYang_Chen_T1_2021.pdf,pdf,7307929,1706492974,2026-07-26 19:12:01,
1dbf0ad831142162c616fcfcb2385fcb9512ad0c41c0d07c93d8fc125836e2d1,Z:\ScanOriginal\pdfYang_Chen_T1_2022.pdf,pdf,12792357,1706493021,2026-07-26 19:12:01,
3e3bf9ed420da7231a245702d17c8591a2fe076a51a1bc3ca703d615fdb235b6,Z:\ScanOriginal\pdfYour_Freedom_Mobile_agreement_is_ready_to_vie.pdf,pdf,4669155,1706493070,2026-07-26 19:12:01,
a374524adb6d4b93c4fd54aa90bcb644f938e2a4955b2469df543bb94dcc3b76,Z:\ScanOriginal\jpeg20220212_174403_Raven_Scan_1.pdf,pdf,351612,1706493246,2026-07-26 19:12:02,
e336052e2397f497bfc8ad1ee026d292d4164b592f8a36d9e9da8a4127157994,Z:\ScanOriginal\jpeg20220225_092944_Raven_Scan_1.pdf,pdf,388547,1706493257,2026-07-26 19:12:02,
decf80825c2db40cb8d95436073020bb94534d684708c905482d27b0f4f189e0,Z:\ScanOriginal\jpeg20220306_191046_Raven_Scan_1.pdf,pdf,228688,1706493283,2026-07-26 19:12:02,
d0975f3f14531ccef13b081b6061e933fa8c9ce4a506cbe0f645d06b24c2e6eb,Z:\ScanOriginal\jpeg20220328_202052_Raven_Scan_1.pdf,pdf,281668,1706493318,2026-07-26 19:12:02,
3a35657cc1ef1859729d87fad9240dbf17791401e7e59e3675766fab3cf89555,Z:\ScanOriginal\jpeg20220523_172535_Raven_Scan_1.pdf,pdf,135736,1706493368,2026-07-26 19:12:02,
5c5b10a25d8d8f3fe878365dc985a74d61492988f0f296de1dec9590dbe88192,Z:\ScanOriginal\jpeg20220523_172535_Raven_Scan_2.pdf,pdf,120737,1706493373,2026-07-26 19:12:02,
173eb142d670464c4f0a1dd44f2565c5498b7b164b39e8bea965ec3f00593bed,Z:\ScanOriginal\jpeg20220525_190446_Raven_Scan_1.pdf,pdf,375998,1706493381,2026-07-26 19:12:02,
55c905e4c1f3113e3e898ac9dc5be82c0f213286cac1df08b44c30457fb2bc35,Z:\ScanOriginal\jpeg20220525_190446_Raven_Scan_2.pdf,pdf,52861,1706493385,2026-07-26 19:12:02,
cb9f96179f7dbe1c0804b86c5416ba06cbc8369a550e6797473d095058f640c2,Z:\ScanOriginal\jpeg20220525_190541_Raven_Scan_1.pdf,pdf,163760,1706493390,2026-07-26 19:12:02,
7967d5fe2f013098babd353d0c02f533701f892ddacdc663faf9557680b67f19,Z:\ScanOriginal\jpeg20220525_190541_Raven_Scan_2.pdf,pdf,55181,1706493397,2026-07-26 19:12:02,
e65d8b95ddc4cf5c29405590437f591e4bb741b0bedff5aa5579c6b7cc9c71ba,Z:\ScanOriginal\jpeg20220613_104448_Raven_Scan_1.pdf,pdf,224480,1706493404,2026-07-26 19:12:02,
d49bdcbfbdbf49cc03f7c3630ea421dfd653982f7e4ed602719d4b2652197ba7,Z:\ScanOriginal\jpeg20220613_104512_Raven_Scan_1.pdf,pdf,53708,1706493408,2026-07-26 19:12:02,
50805ed47561855afa01375a276b54079ce4efd3c73452df6baf8aeb09942ad7,Z:\ScanOriginal\jpeg20220613_104526_Raven_Scan_1.pdf,pdf,60584,1706493412,2026-07-26 19:12:02,
5cebe34123ec4ec94abff4286b26e4a09eb9535c211cac88c6f0237d5153f0d7,Z:\ScanOriginal\jpeg20220615_144159_Raven_Scan_1.pdf,pdf,73442,1706493416,2026-07-26 19:12:02,
e7a862563ecf0bb29c6b3197f8ec4b6199952fa48b96b27c8db108d057bde832,Z:\ScanOriginal\jpeg20220626_100624_Raven_Scan_1.pdf,pdf,331396,1706493477,2026-07-26 19:12:02,
445cdda19ada848bafb4244812d1b10a11c8c82ab47aca85bf284aa24e066f24,Z:\ScanOriginal\jpeg20220626_100624_Raven_Scan_2.pdf,pdf,59345,1706493483,2026-07-26 19:12:02,
4b21510acdff3a174224198e15bb1d25d21ced9d8bbd4bafc4e70fa18b8b4ba0,Z:\ScanOriginal\jpeg20220626_100624_Raven_Scan_3.pdf,pdf,191103,1706493489,2026-07-26 19:12:02,
03bf955aef869e3ac40e94461f7809ce0b332aa5930f0f3c3669faa761a505a3,Z:\ScanOriginal\jpeg20230921_202149_Raven_Scan_1.pdf,pdf,79673,1706493686,2026-07-26 19:12:02,
a24ee46312a70cdd84712281f013690acae01adcfbb1fa11be8313a5dbf5ab60,Z:\ScanOriginal\jpeg20230921_202149_Raven_Scan_2.pdf,pdf,111564,1706493691,2026-07-26 19:12:02,
fe5fbf0d3d4f5ba023d7c0910c103cd0806403c18d78ee834910118a920b22c7,Z:\ScanOriginal\jpeg20230921_202149_Raven_Scan_3.pdf,pdf,109709,1706493696,2026-07-26 19:12:02,
2a4bebb407c5511978c847026aab0b160a577a38d570529d9d62cd1b21d06a95,Z:\ScanOriginal\jpeg20230926_100755_Raven_Scan_1.pdf,pdf,329939,1706493702,2026-07-26 19:12:02,
26293707a257d45ff149ee712bc490dbd819514d62a7fd8b5b0736b80cdf4e37,Z:\ScanOriginal\jpeg20230926_100755_Raven_Scan_2.pdf,pdf,82339,1706493708,2026-07-26 19:12:02,
00f8311614f43bd2339e3a4e15ce525b5dea7d2639f48c5dcca6e58ee61746a3,Z:\ScanOriginal\jpeg20230926_100959_Raven_Scan_2.pdf,pdf,69559,1706493721,2026-07-26 19:12:02,
4a4e7e9746b76fb75a332423620caff4921621586311a6874b9eb131575e2d08,Z:\ScanOriginal\jpeg20230926_223426_Raven_Scan_1.pdf,pdf,336110,1706493729,2026-07-26 19:12:02,
29a0e0779b79a4022b9f345956aa8b748bcd01558f01434ac9d768bf25e5c024,Z:\ScanOriginal\jpeg20231001_162952_Raven_Scan_1.pdf,pdf,59415,1706493735,2026-07-26 19:12:02,
63fdc28601436dd27d702d3f71dfcfb4258c784e15cb5d1c4d0a1037f783c3d9,Z:\ScanOriginal\jpeg20231001_162952_Raven_Scan_2.pdf,pdf,32782,1706493742,2026-07-26 19:12:02,
87e6352efe0b2b4c196ce8f57aa25ea91ef0638ed2da4e230c1760bd29e6114d,Z:\ScanOriginal\jpeg20231020_141529_Raven_Scan_1.pdf,pdf,57963,1706493746,2026-07-26 19:12:02,
5cea5457b6f4d803be1396b3322f886046a9e4f4e502d6a8825e81b0603dcd14,Z:\ScanOriginal\jpeg20231029_131629_Raven_Scan_1.pdf,pdf,401724,1706493754,2026-07-26 19:12:02,
0aad91b0daea0e691a284265524be0e1d4a45adbd756e7f4390e38c231c8c72b,Z:\ScanOriginal\jpeg20231030_112718_Raven_Scan_1.pdf,pdf,451026,1706493761,2026-07-26 19:12:02,
3acc365effcb9368b467f7b221063496476d616f692c1be3c01a9e7b497d8a9a,Z:\ScanOriginal\jpeg20231030_112718_Raven_Scan_2.pdf,pdf,456605,1706493766,2026-07-26 19:12:02,
5b5127f7a1a23c928210445172b055b65a13038d100a1a52367df67c1d70506d,Z:\ScanOriginal\jpeg20231030_112718_Raven_Scan_3.pdf,pdf,460623,1706493772,2026-07-26 19:12:02,
cd3b94efb639aa0609d562ab3d48ccab94b7e84adcc6b337f6bfaf0330a4aa5a,Z:\ScanOriginal\jpeg20231104_165532_Raven_Scan_1.pdf,pdf,20527,1706493774,2026-07-26 19:12:02,
709a7110dae7c490d8a66564e6f54fe63ba319e49bd0a7aa0a10666130799b7a,Z:\ScanOriginal\jpeg20231105_161515_Raven_Scan_1.pdf,pdf,536798,1706493785,2026-07-26 19:12:02,
19ff2f2b4b22ef02ce094f57abd91c3c6ab8eb74bf11ab939ed34b3222757d75,Z:\ScanOriginal\jpeg20231105_161925_Raven_Scan_1.pdf,pdf,67622,1706493804,2026-07-26 19:12:02,
acd02ed084c0fa880173c4e29365d1eb4bcb282fa741cd9a6bdf1318dc5b9cef,Z:\ScanOriginal\jpeg20231105_162021_Raven_Scan_1.pdf,pdf,75660,1706493809,2026-07-26 19:12:02,
0ac854ca18ca41baddb860c6400e6bcb9018d6d2afc50af3d27e63c8c0282f17,Z:\ScanOriginal\jpeg20231105_162021_Raven_Scan_2.pdf,pdf,38657,1706493812,2026-07-26 19:12:02,
0b467682c8a2ebcb516fe4d55874a900269ff4ed73a4784a791634ba8d52faec,Z:\ScanOriginal\jpeg20231105_162111_Raven_Scan_2.pdf,pdf,81263,1706493821,2026-07-26 19:12:02,
13acdd9376ac22e87ce75bfe3422e4a463b29b67c43efdbf22c9770bdd66fb63,Z:\ScanOriginal\jpeg20231105_162144_Raven_Scan_2.pdf,pdf,384021,1706493830,2026-07-26 19:12:03,
f849856de3a08c0df4376d8d5862c148397e5feb3c821812c65075ef710afc39,Z:\ScanOriginal\jpeg20231110_113201_Raven_Scan_1.pdf,pdf,112338,1706493845,2026-07-26 19:12:03,
9788a4d230728bfbb6ebec73a600c0deb5e62ef48e076c2d844782efba501848,Z:\ScanOriginal\jpeg20231113_105127_Raven_Scan_1.pdf,pdf,102717,1706493852,2026-07-26 19:12:03,
64e7ae5a82ce44099fc826a3410fe4f81eeb76271c9a2ed9505a4e0866c210f3,Z:\ScanOriginal\jpeg20231113_105127_Raven_Scan_2.pdf,pdf,44266,1706493855,2026-07-26 19:12:03,
cdf3df738ed75eaf42c0ecd022c3c31239240d934b59a11aa1fb79266981cf4b,Z:\ScanOriginal\jpeg20231119_125618_Raven_Scan_1.pdf,pdf,61573,1706493860,2026-07-26 19:12:03,
db50f1202a7ea65c0329d37c0a1f56f8543b158be4afef3f72d1a8228bfd33a8,Z:\ScanOriginal\jpeg20231125_150826_Raven_Scan_1.pdf,pdf,87935,1706493872,2026-07-26 19:12:03,
08fe793f0a479fae4fa28854eee4222277e74c196b59701eb67bd3f72976e0c3,Z:\ScanOriginal\JPG168 Survey.pdf,pdf,573351,1706493085,2026-07-26 19:12:03,
0b3789fd8c94eb313afda7d25f8b90cf48b77bc521d80b60618d12d3c06fdc60,Z:\ScanOriginal\jpgCCI_000004.pdf,pdf,383218,1706493907,2026-07-26 19:12:03,
1d17e4edc4df78179f9026169eafb53c24bbbb585d2f80c545e539d52126b919,Z:\ScanOriginal\jpgMia Passport Sept 16 2021 to 2026.pdf,pdf,1031454,1706493959,2026-07-26 19:12:03,
d8043375c8a129109b6460bed3290ff57bc4ded1b5c69e838f1b0f39612fdce8,Z:\ScanOriginal\jpg微信图片_20211106204234.pdf,pdf,89115,1706493999,2026-07-26 19:12:03,
abc998ed3c50fd1feb77ca5387e9109ceeb2f2c08e3880a31a3d240b8b02d0eb,Z:\ScanOriginal\pdf1.0 Letter to CRA C0051378344-001-17.pdf,pdf,25751,1706493074,2026-07-26 19:12:03,
5a50605be80220d6a99cf957a07fd9fb2c63a1f7cc8aa6340634908ad67ff3bc,Z:\ScanOriginal\pdf7810ce96-9312-45bc-bca7-8d25772b44be.pdf,pdf,411990,1706493102,2026-07-26 19:12:03,
e2cb13f27ffba3c86c1e50e8490e197500f04e5ad8ff016db5bea76055a0253d,Z:\ScanOriginal\pdf2510590OntarioIn_payStubs_20230731__65D5071E-DE7F-079F-C78E5D4A3175A741.pdf,pdf,209785,1706493105,2026-07-26 19:12:03,
f0ca244dc5d61699f52db4b9a4376ecc7f567346e7d57b7ea6b9d1469a218d51,Z:\ScanOriginal\pdf2851275 Ontario ltd 30Jun2022 T183Corp Signed 20220808.pdf,pdf,64227,1706493110,2026-07-26 19:12:03,
566eeb3c8a7f58b0228cc9e19a319c4d554bd8cc863acc1337633aef9fc57773,Z:\ScanOriginal\pdf2851275 Ontario Ltd Xiaoning Yang Void Bank Deposit Form signed.pdf,pdf,67466,1706493114,2026-07-26 19:12:03,
82cfbdb814cea1adcb9ca86cd2a34f98acbd1c4e398a5cea457980cc7df9633d,Z:\ScanOriginal\pdf2851275 Ontario Ltd Xiaoning Yang Void Bank Deposit Form.pdf,pdf,52149,1706493118,2026-07-26 19:12:03,
898b02f08bdceedd7585db8ab5cad8f19d69e9a8eb5ecc0a832d69f91abd48a9,Z:\ScanOriginal\pdf2851275 Ontario Ltd Xiaoning Yang Void Check.pdf,pdf,77197,1706493123,2026-07-26 19:12:03,
1fb48123bf1d793384f62aa79b874172c28c10edc856d46223247db32566aa61,Z:\ScanOriginal\pdf2851275 Ontario Ltd. Year 2023 tax instalment.pdf,pdf,62091,1706493126,2026-07-26 19:12:03,
a50e845aed24285361d01a22f6b4110c99e11277e1b24973e05190216a1fe744,Z:\ScanOriginal\pdf20210726_170018_Raven_Scan.pdf,pdf,714650,1706490679,2026-07-26 19:12:03,
d70b50d84b7e4768a8783d72d7184cb584670ae265d683cbbaa7f5cbb59c27f8,Z:\ScanOriginal\pdf20210801_222034_Raven_Scan.pdf,pdf,64922,1706493129,2026-07-26 19:12:03,
3b06601883cf7d7c5d88ed4b2607938578e673fed21bc4bd84eb0849818518a9,Z:\ScanOriginal\pdf20211008_085506_Raven_Scan.pdf,pdf,92370,1706493159,2026-07-26 19:12:03,
a3da9f29bc78775cfdec825f8535801f0deb150de0ca9f0b8418d6ee986dac5b,Z:\ScanOriginal\pdf20211008_085613_Raven_Scan.pdf,pdf,94075,1706493168,2026-07-26 19:12:03,
15c15f82f40122e262ae725b7bd04d380b83f01d67935f3eba868e0afae06ff0,Z:\ScanOriginal\pdf20211012_170140_Raven_Scan.pdf,pdf,58447,1706493171,2026-07-26 19:12:03,
58c997fb3d4baf12506c002a3222842a11b3c1030a19c6ebdcfba952568da13a,Z:\ScanOriginal\pdf20211122_135406_Raven_Scan.pdf,pdf,470672,1706493193,2026-07-26 19:12:03,
d3abb8b50b4611a3f352fd4f1896d096508280e77d6b05da2bc953852cd56e95,Z:\ScanOriginal\pdf20211123_113128_Raven_Scan.pdf,pdf,706210,1706493208,2026-07-26 19:12:03,
1c6c9570dbcea71f382964aaed2d373a51d95bca9d1f34780ea33424731b09e1,Z:\ScanOriginal\pdf20211203_144704_Raven_Scan.pdf,pdf,484021,1706493221,2026-07-26 19:12:03,
a54e09f753c4f50e35e54f9a2add1084be51f79e8885ebc88161d62474f51dd8,Z:\ScanOriginal\pdf20220126_094932_Raven_Scan.pdf,pdf,176957,1706493226,2026-07-26 19:12:03,
981c3b848101f43e2bf09e849f4a5c714a7f95db61dbdfd1db08496ab4827052,Z:\ScanOriginal\pdf20220205_191738_Raven_Scan.pdf,pdf,115743,1706493236,2026-07-26 19:12:03,
2c011260f9fd084614e7e2f3e5bebfdf85449493bcd964ea30c75ffd2c28ca47,Z:\ScanOriginal\pdf20220212_195750_Raven_Scan.pdf,pdf,77930,1706493249,2026-07-26 19:12:03,
53a70a94c60ffd38bf8b6a7bc1a09aff7c4849a18868640ac8e40fdbcaf62e2a,Z:\ScanOriginal\pdf20220220_104437_Raven_Scan.pdf,pdf,73478,1706493254,2026-07-26 19:12:03,
86b432e4918df769007e7e062d84ef308c302569cd11f13da2b692c63f62502a,Z:\ScanOriginal\pdf20220227_180958_Raven_Scan.pdf,pdf,71531,1706491113,2026-07-26 19:12:03,
0a9d55997eda0e0fc469838fc0705faf60b5a2fd5a2c5bffd63760ec190e0ffd,Z:\ScanOriginal\pdf20220326_184241_Raven_Scan.pdf,pdf,59519,1706493307,2026-07-26 19:12:03,
91ef4bdf3a014f05264bddca30087bb1df664de4b1152694d6454572bb56e3d6,Z:\ScanOriginal\pdf20220326_184328_Raven_Scan.pdf,pdf,78556,1706493310,2026-07-26 19:12:03,
a051961bbac4c4582564e77f54ed5664424dfd9a23244598de385a31af916340,Z:\ScanOriginal\pdf20220326_184348_Raven_Scan.pdf,pdf,51931,1706493313,2026-07-26 19:12:03,
0b0bd993a1b2a1da24a9731371be3fbd6a862e4674a799a7a169005b2ceed592,Z:\ScanOriginal\pdf20220411_104046_Raven_Scan.pdf,pdf,105157,1706493350,2026-07-26 19:12:03,
cf6005c7822769269832e3959b6cc38f1c9263c87f14a8b079e20715a23c4de6,Z:\ScanOriginal\pdf20220413_200659_Raven_Scan.pdf,pdf,38694,1706493353,2026-07-26 19:12:03,
764c313f1180b3a00ee6a741673f7a7669fdd03c46013be78b98ce2cfba90852,Z:\ScanOriginal\pdf20220616_093232_Raven_Scan.pdf,pdf,99574,1706493422,2026-07-26 19:12:03,
d86c217e7cce37fba9393f5b8b3b12b804f5eaec285a2847301f53aa8dd10bd1,Z:\ScanOriginal\pdf20220619_162329_Raven_Scan.pdf,pdf,55403,1706493427,2026-07-26 19:12:03,
072cf6e788e82986d5420aa78a63c33483fac872bd8184d65b5d2d5f6de3fed4,Z:\ScanOriginal\pdf20220619_162354_Raven_Scan.pdf,pdf,66743,1706493431,2026-07-26 19:12:03,
056e735c2246ccc1f7d180c70a2b21f3d512cad34ccaf9147a188eeb44259fab,Z:\ScanOriginal\pdf20220620_110750_Raven_Scan.pdf,pdf,95193,1706493435,2026-07-26 19:12:03,
67b48f8d7249e4789ec7c21d9f0fa7d70df3fdff1feeb96b72c2a2fd5a245635,Z:\ScanOriginal\pdf20220620_111511_Raven_Scan.pdf,pdf,83050,1706493439,2026-07-26 19:12:03,
bfb4c9daff7197b8832d4284da1fb78b568b01d98deeabc1cadfe3ed350da1bc,Z:\ScanOriginal\pdf20220622_095407_Raven_Scan.pdf,pdf,146991,1706493446,2026-07-26 19:12:03,
4c4fd536c4068c88f894649745a02a5fb04359c7074d3ae3ca6d6b3b0e4df498,Z:\ScanOriginal\pdf20220624_084846_Raven_Scan.pdf,pdf,73066,1706493449,2026-07-26 19:12:03,
e3c348dd4ccc513fcc0e19a8ca2873e2f49042588bc47a276726bc2994415f49,Z:\ScanOriginal\pdf20220624_084918_Raven_Scan.pdf,pdf,96996,1706493455,2026-07-26 19:12:03,
74f87c16ff1027b9dd537f9a386798b3cb9fddac05eada56930f6197a520f559,Z:\ScanOriginal\pdf20220702_165528_Raven_Scan.pdf,pdf,90872,1706493492,2026-07-26 19:12:03,
f7b2298a6051f0213dd2374de6e67a4c25bd84c7f3bb9e5e1622198fc1800d0d,Z:\ScanOriginal\pdf20220702_165738_Raven_Scan.pdf,pdf,77669,1706493496,2026-07-26 19:12:03,
1661a674a9c088e595d548f888e7df146af0d005d1c9179622ae30fa1397b342,Z:\ScanOriginal\pdf20220702_190055_Raven_Scan.pdf,pdf,221934,1706493505,2026-07-26 19:12:03,
55e74209f8fd9d768ce344700fe82c5583e405f36461b42533d9b0e0c14bbd3f,Z:\ScanOriginal\pdf20220707_150657_Raven_Scan.pdf,pdf,77757,1706493511,2026-07-26 19:12:03,
b2a22640fa36b5166618a13df8aeed8dda27809db181cba2ff972509c7a1de22,Z:\ScanOriginal\pdf20220713_160249_Raven_Scan.pdf,pdf,315903,1706493518,2026-07-26 19:12:03,
449985d2f3ca9f7c74fc59e00c5ee33ff9ad587411e41a798f426969fb12b4d0,Z:\ScanOriginal\pdf20220729_201825_Raven_Scan.pdf,pdf,62976,1706493521,2026-07-26 19:12:03,
353db9e5d7b880c69452e171836da420b21f24021d09c300ecdc239c7d7cb69d,Z:\ScanOriginal\pdf20220825_152240_Raven_Scan.pdf,pdf,68465,1706493523,2026-07-26 19:12:03,
259e3abac54e9580179d89bdc7bef96e115f9938f988e478d486d9449c9708b4,Z:\ScanOriginal\pdf20220826_124851_Raven_Scan.pdf,pdf,107261,1706493529,2026-07-26 19:12:03,
609cd3e354c293ab5f37d8b1cf046eefb37990c93bbb4f6203e431a6efe3b84d,Z:\ScanOriginal\pdf20220826_125005_Raven_Scan.pdf,pdf,93076,1706493532,2026-07-26 19:12:03,
e84881c13f89a0863d771f3e403a34202faecf60eb1fe0901986eca7a4ec920a,Z:\ScanOriginal\pdf20220827_123145_Raven_Scan.pdf,pdf,133418,1706493539,2026-07-26 19:12:03,
626f3b02e4d46133426e0ebf48ec0557c2d128398bcff78883afd24435ffc7ad,Z:\ScanOriginal\pdf20220829_101908_Raven_Scan.pdf,pdf,96505,1706493547,2026-07-26 19:12:03,
1759213391471fc0c1b3730ae7783c6e8c7942352031521a476b61781ad624ac,Z:\ScanOriginal\pdf20220831_124153_Raven_Scan.pdf,pdf,118223,1706493557,2026-07-26 19:12:03,
